league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ENG-Premier League,2425,Southampton,Carlos Alcaraz,ARG,MF,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Charlie Taylor,ENG,DF,30,1993,8,3,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Flynn Downes,ENG,MF,25,1999,27,25,2151,23.9,1,0,1,1,0,0,12,0,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2425,Southampton,Jack Stephens,ENG,DF,30,1994,19,17,1389,15.4,1,0,1,1,0,0,2,2,0.06,0.0,0.06,0.06,0.06
ENG-Premier League,2425,Southampton,James Bree,ENG,"DF,MF",26,1997,17,13,1075,11.9,0,1,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08
ENG-Premier League,2425,Southampton,Jan Bednarek,POL,DF,28,1996,30,30,2531,28.1,2,0,2,2,0,0,7,0,0.07,0.0,0.07,0.07,0.07
ENG-Premier League,2425,Southampton,Jay Robinson,ENG,MF,17,2007,4,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Joachim Kayi Sanda,FRA,DF,17,2006,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Joe Aribo,NGA,MF,28,1996,32,21,2013,22.4,3,0,3,3,0,0,1,0,0.13,0.0,0.13,0.13,0.13
ENG-Premier League,2425,Southampton,Joe Lumley,ENG,GK,29,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22,2002,26,17,1402,15.6,1,1,2,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13
ENG-Premier League,2425,Southampton,Kyle Walker-Peters,ENG,"MF,DF",27,1997,33,33,2918,32.4,0,2,2,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2425,Southampton,Lesley Ugochukwu,FRA,MF,20,2004,26,18,1655,18.4,1,1,2,1,0,0,7,0,0.05,0.05,0.11,0.05,0.11
ENG-Premier League,2425,Southampton,Mateus Fernandes,POR,MF,20,2004,36,34,2909,32.3,2,4,6,2,0,0,8,0,0.06,0.12,0.19,0.06,0.19
ENG-Premier League,2425,Southampton,Maxwel Cornet,CIV,MF,27,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Nathan Wood-Gordon,ENG,DF,22,2002,11,9,773,8.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30,1994,25,11,1050,11.7,4,1,5,4,0,0,4,0,0.34,0.09,0.43,0.34,0.43
ENG-Premier League,2425,Southampton,Ronnie Edwards,ENG,DF,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Ross Stewart,SCO,FW,28,1996,12,4,389,4.3,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23
ENG-Premier League,2425,Southampton,Ryan Fraser,SCO,"MF,DF",30,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Ryan Manning,IRL,"DF,MF",28,1996,24,18,1462,16.2,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2425,Southampton,Samuel Amo-Ameyaw,ENG,"FW,MF",18,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Samuel Edozie,ENG,"FW,MF",21,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22,2002,34,32,2825,31.4,1,0,1,1,0,0,9,0,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2425,Southampton,Tyler Dibling,ENG,"MF,FW",18,2006,33,20,1874,20.8,2,0,2,2,0,0,6,0,0.1,0.0,0.1,0.1,0.1
ENG-Premier League,2425,Southampton,Welington,BRA,"MF,DF",23,2001,10,6,482,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Southampton,William Smallbone,IRL,MF,24,2000,18,6,690,7.7,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13
ENG-Premier League,2425,Southampton,Yukinari Sugawara,JPN,"MF,DF",24,2000,30,16,1557,17.3,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12
ENG-Premier League,2425,Tottenham,Alfie Dorrington,ENG,DF,19,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Antonín Kinský,CZE,GK,21,2003,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Archie Gray,ENG,"DF,MF",18,2006,28,19,1751,19.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Ben Davies,WAL,DF,31,1993,17,14,1331,14.8,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Brandon Austin,ENG,GK,25,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Brennan Johnson,WAL,"FW,MF",23,2001,33,24,2177,24.2,11,3,14,11,0,0,5,0,0.45,0.12,0.58,0.45,0.58
ENG-Premier League,2425,Tottenham,Cristian Romero,ARG,DF,26,1998,18,18,1416,15.7,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06
ENG-Premier League,2425,Tottenham,Dane Scarlett,ENG,FW,20,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0.0,2.65,2.65,0.0,2.65
ENG-Premier League,2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24,2000,32,27,2389,26.5,7,4,11,7,0,0,3,0,0.26,0.15,0.41,0.26,0.41
ENG-Premier League,2425,Tottenham,Destiny Udogie,ITA,DF,21,2002,25,24,1924,21.4,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05
ENG-Premier League,2425,Tottenham,Djed Spence,ENG,DF,23,2000,25,19,1792,19.9,1,2,3,1,0,0,4,1,0.05,0.1,0.15,0.05,0.15
ENG-Premier League,2425,Tottenham,Dominic Solanke,ENG,FW,26,1997,27,25,2201,24.5,9,3,12,8,1,1,0,0,0.37,0.12,0.49,0.33,0.45
ENG-Premier League,2425,Tottenham,Fraser Forster,ENG,GK,36,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,GK,27,1996,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,James Maddison,ENG,MF,27,1996,31,21,1809,20.1,9,7,16,9,0,0,6,0,0.45,0.35,0.8,0.45,0.8
ENG-Premier League,2425,Tottenham,Kevin Danso,AUT,DF,25,1998,10,9,842,9.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,MF,18,2006,27,11,1212,13.5,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07
ENG-Premier League,2425,Tottenham,Mathys Tel,FRA,FW,19,2005,13,11,911,10.1,2,1,3,1,1,1,2,0,0.2,0.1,0.3,0.1,0.2
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,DF,23,2001,13,12,1015,11.3,0,2,2,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,"MF,FW",16,2007,10,3,366,4.1,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25
ENG-Premier League,2425,Tottenham,Pape Matar Sarr,SEN,MF,21,2002,36,22,1913,21.3,3,2,5,3,0,0,6,0,0.14,0.09,0.24,0.14,0.24
ENG-Premier League,2425,Tottenham,Pedro Porro,ESP,DF,24,1999,33,28,2610,29.0,2,6,8,2,0,0,5,0,0.07,0.21,0.28,0.07,0.28
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,DF,22,2002,16,14,1252,13.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Richarlison,BRA,FW,27,1997,15,4,504,5.6,4,1,5,4,0,0,2,0,0.71,0.18,0.89,0.71,0.89
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,MF,27,1997,26,21,1645,18.3,2,0,2,2,0,0,9,0,0.11,0.0,0.11,0.11,0.11
ENG-Premier League,2425,Tottenham,Sergio Reguilón,ESP,DF,27,1996,4,1,196,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,"FW,MF",32,1992,30,24,2110,23.4,7,9,16,6,1,2,1,0,0.3,0.38,0.68,0.26,0.64
ENG-Premier League,2425,Tottenham,Timo Werner,GER,"FW,MF",28,1996,18,4,516,5.7,0,3,3,0,0,0,0,0,0.0,0.52,0.52,0.0,0.52
ENG-Premier League,2425,Tottenham,Will Lankshear,ENG,FW,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Tottenham,Wilson Odobert,FRA,"FW,MF",19,2004,16,9,850,9.4,1,0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,MF,27,1996,28,16,1408,15.6,2,0,2,2,0,0,7,0,0.13,0.0,0.13,0.13,0.13
ENG-Premier League,2425,West Ham,Aaron Cresswell,ENG,DF,34,1989,18,10,824,9.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Aaron Wan-Bissaka,COD,"DF,MF",26,1997,36,35,3154,35.0,2,5,7,2,0,0,1,0,0.06,0.14,0.2,0.06,0.2
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,GK,31,1993,26,25,2260,25.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Andy Irving,SCO,MF,24,2000,10,1,166,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,MF,27,1997,31,14,1409,15.7,1,1,2,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13
ENG-Premier League,2425,West Ham,Crysencio Summerville,NED,"MF,FW",22,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,0.11,0.11,0.23,0.11,0.23
ENG-Premier League,2425,West Ham,Danny Ings,ENG,FW,32,1992,15,1,284,3.2,1,2,3,1,0,0,0,0,0.32,0.63,0.95,0.32,0.95
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,MF,26,1997,28,20,1772,19.7,0,1,1,0,0,0,9,1,0.0,0.05,0.05,0.0,0.05
ENG-Premier League,2425,West Ham,Emerson Palmieri,ITA,"DF,MF",29,1994,31,26,2113,23.5,2,1,3,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13
ENG-Premier League,2425,West Ham,Evan Ferguson,IRL,FW,19,2004,8,1,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,MF,30,1994,23,16,1149,12.8,0,1,1,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,MF,29,1994,15,12,1039,11.5,1,1,2,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17
ENG-Premier League,2425,West Ham,Jarrod Bowen,ENG,"MF,FW",27,1996,34,34,2973,33.0,13,8,21,12,1,1,1,0,0.39,0.24,0.64,0.36,0.61
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,DF,24,1999,27,20,1825,20.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Kaelan Casey,ENG,DF,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Konstantinos Mavropanos,GRE,DF,26,1997,33,21,2045,22.7,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Lewis Orford,ENG,MF,18,2006,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Lucas Paquetá,BRA,"MF,FW",26,1997,33,27,2380,26.4,4,0,4,2,2,2,10,0,0.15,0.0,0.15,0.08,0.08
ENG-Premier League,2425,West Ham,Luis Guilherme,BRA,MF,18,2006,12,1,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Max Kilman,ENG,DF,27,1997,38,38,3348,37.2,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2425,West Ham,Michail Antonio,JAM,FW,34,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22
ENG-Premier League,2425,West Ham,Mohammed Kudus,GHA,"MF,FW",23,2000,32,31,2590,28.8,5,3,8,5,0,0,2,1,0.17,0.1,0.28,0.17,0.28
ENG-Premier League,2425,West Ham,Niclas Füllkrug,GER,FW,31,1993,18,6,790,8.8,3,2,5,3,0,0,2,0,0.34,0.23,0.57,0.34,0.57
ENG-Premier League,2425,West Ham,Oliver Scarles,ENG,"MF,DF",18,2005,15,7,665,7.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Tomáš Souček,CZE,MF,29,1995,35,30,2567,28.5,9,1,10,9,0,0,8,0,0.32,0.04,0.35,0.32,0.35
ENG-Premier League,2425,West Ham,Vladimír Coufal,CZE,"DF,MF",31,1992,22,11,1067,11.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,West Ham,Łukasz Fabiański,POL,GK,39,1985,14,13,1160,12.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Alfie Pond,ENG,DF,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,André,BRA,MF,23,2001,33,31,2472,27.5,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Boubacar Traoré,MLI,MF,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Carlos Forbs,POR,MF,20,2004,10,1,239,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Chiquinho,POR,"FW,MF",24,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,DF,34,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Daniel Bentley,ENG,GK,31,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Daniel Podence,POR,"FW,MF",28,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Emmanuel Agbadou,CIV,DF,27,1997,16,16,1410,15.7,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,"MF,FW",27,1996,29,10,995,11.1,2,4,6,2,0,0,1,0,0.18,0.36,0.54,0.18,0.54
ENG-Premier League,2425,Wolves,Hwang Hee-chan,KOR,"MF,FW",28,1996,21,5,661,7.3,2,0,2,2,0,0,0,0,0.27,0.0,0.27,0.27,0.27
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,HAI,MF,26,1998,35,20,1677,18.6,2,7,9,2,0,0,3,0,0.11,0.38,0.48,0.11,0.48
ENG-Premier League,2425,Wolves,José Sá,POR,GK,31,1993,29,29,2609,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,João Gomes,BRA,MF,23,2001,36,35,2974,33.0,3,1,4,3,0,0,11,1,0.09,0.03,0.12,0.09,0.12
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,FW,24,2000,35,30,2587,28.7,14,4,18,14,0,0,4,0,0.49,0.14,0.63,0.49,0.63
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,"MF,DF",30,1993,17,15,1364,15.2,1,3,4,1,0,0,4,0,0.07,0.2,0.26,0.07,0.26
ENG-Premier League,2425,Wolves,Marshall Munetsi,ZIM,"MF,FW",28,1996,14,12,1078,12.0,2,1,3,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25
ENG-Premier League,2425,Wolves,Mateus Mane,POR,MF,16,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Matheus Cunha,BRA,MF,25,1999,33,29,2597,28.9,15,6,21,15,0,0,4,0,0.52,0.21,0.73,0.52,0.73
ENG-Premier League,2425,Wolves,Matt Doherty,IRL,"DF,MF",32,1992,30,25,2109,23.4,2,1,3,2,0,0,6,0,0.09,0.04,0.13,0.09,0.13
ENG-Premier League,2425,Wolves,Nasser Djiga,BFA,DF,21,2002,5,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Nélson Semedo,POR,"MF,DF",30,1993,34,32,2886,32.1,0,4,4,0,0,0,8,0,0.0,0.12,0.12,0.0,0.12
ENG-Premier League,2425,Wolves,Pablo Sarabia,ESP,MF,32,1992,23,7,814,9.0,3,2,5,3,0,0,3,0,0.33,0.22,0.55,0.33,0.55
ENG-Premier League,2425,Wolves,Pedro Lima,BRA,MF,18,2006,3,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Rayan Aït-Nouri,ALG,"MF,DF",23,2001,37,37,3109,34.5,4,7,11,4,0,0,7,1,0.12,0.2,0.32,0.12,0.32
ENG-Premier League,2425,Wolves,Rodrigo Gomes,POR,MF,21,2003,25,7,810,9.0,2,0,2,2,0,0,0,0,0.22,0.0,0.22,0.22,0.22
ENG-Premier League,2425,Wolves,Sam Johnstone,ENG,GK,31,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Santiago Bueno,URU,DF,25,1998,29,18,1687,18.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Tom King,WAL,GK,29,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Wolves,Tommy Doyle,ENG,MF,22,2001,24,3,488,5.4,0,1,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18
ENG-Premier League,2425,Wolves,Toti Gomes,POR,DF,25,1999,31,30,2614,29.0,0,1,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2425,Wolves,Yerson Mosquera,COL,DF,23,2001,5,5,441,4.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,Ben White,ENG,DF,27,1997,12,9,702,7.8,0,1,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13
ENG-Premier League,2526,Arsenal,Bukayo Saka,ENG,"FW,MF",23,2001,31,25,2222,24.7,7,5,12,6,1,1,2,0,0.28,0.2,0.49,0.24,0.45
ENG-Premier League,2526,Arsenal,Christian Nørgaard,DEN,MF,31,1994,7,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,Cristhian Mosquera,ESP,DF,21,2004,20,9,994,11.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,David Raya,ESP,GK,29,1995,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,Declan Rice,ENG,MF,26,1999,36,35,3094,34.4,4,5,9,4,0,0,3,0,0.12,0.15,0.26,0.12,0.26
ENG-Premier League,2526,Arsenal,Eberechi Eze,ENG,"MF,FW",27,1998,32,21,1812,20.1,7,2,9,7,0,0,1,0,0.35,0.1,0.45,0.35,0.45
ENG-Premier League,2526,Arsenal,Ethan Nwaneri,ENG,MF,18,2007,6,0,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,Gabriel Jesus,BRA,FW,28,1997,14,3,429,4.8,3,0,3,3,0,0,3,0,0.63,0.0,0.63,0.63,0.63
ENG-Premier League,2526,Arsenal,Gabriel Magalhães,BRA,DF,27,1997,32,30,2751,30.6,3,4,7,3,0,0,4,0,0.1,0.13,0.23,0.1,0.23
ENG-Premier League,2526,Arsenal,Gabriel Martinelli,BRA,"FW,MF",24,2001,30,11,1081,12.0,1,4,5,1,0,0,3,0,0.08,0.33,0.42,0.08,0.42
ENG-Premier League,2526,Arsenal,Jurriën Timber,NED,DF,24,2001,30,28,2454,27.3,3,5,8,3,0,0,5,0,0.11,0.18,0.29,0.11,0.29
ENG-Premier League,2526,Arsenal,Kai Havertz,GER,"FW,MF",26,1999,12,7,581,6.5,2,3,5,2,0,0,1,0,0.31,0.46,0.77,0.31,0.77
ENG-Premier League,2526,Arsenal,Kepa Arrizabalaga,ESP,GK,30,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,Leandro Trossard,BEL,"FW,MF",30,1994,31,21,2000,22.2,6,6,12,6,0,0,2,0,0.27,0.27,0.54,0.27,0.54
ENG-Premier League,2526,Arsenal,Martin Ødegaard,NOR,MF,26,1998,24,16,1369,15.2,1,6,7,1,0,0,0,0,0.07,0.39,0.46,0.07,0.46
ENG-Premier League,2526,Arsenal,Martín Zubimendi,ESP,MF,26,1999,38,34,2992,33.2,5,1,6,5,0,0,4,0,0.15,0.03,0.18,0.15,0.18
ENG-Premier League,2526,Arsenal,Max Dowman,ENG,MF,15,2009,6,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57
ENG-Premier League,2526,Arsenal,Mikel Merino,ESP,"MF,FW",29,1996,22,10,1036,11.5,4,3,7,4,0,0,1,0,0.35,0.26,0.61,0.35,0.61
ENG-Premier League,2526,Arsenal,Myles Lewis-Skelly,ENG,"MF,DF",18,2006,20,5,709,7.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,Noni Madueke,ENG,"FW,MF",23,2002,26,16,1211,13.5,3,1,4,3,0,0,0,0,0.22,0.07,0.3,0.22,0.3
ENG-Premier League,2526,Arsenal,Piero Hincapié,ECU,DF,23,2002,25,20,1792,19.9,1,2,3,1,0,0,2,0,0.05,0.1,0.15,0.05,0.15
ENG-Premier League,2526,Arsenal,Riccardo Calafiori,ITA,DF,23,2002,26,22,1699,18.9,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16
ENG-Premier League,2526,Arsenal,Viktor Gyökeres,SWE,FW,27,1998,36,26,2224,24.7,14,1,15,11,3,3,5,0,0.57,0.04,0.61,0.45,0.49
ENG-Premier League,2526,Arsenal,William Saliba,FRA,DF,24,2001,31,30,2614,29.0,1,0,1,1,0,0,2,0,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2526,Aston Villa,Alysson Edward,BRA,MF,19,2006,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Amadou Onana,BEL,MF,23,2001,25,21,1758,19.5,2,0,2,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1
ENG-Premier League,2526,Aston Villa,Andrés García,ESP,DF,22,2003,6,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Boubacar Kamara,FRA,MF,25,1999,18,17,1411,15.7,1,3,4,1,0,0,5,0,0.06,0.19,0.26,0.06,0.26
ENG-Premier League,2526,Aston Villa,Bradley Burrowes,ENG,MF,17,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Donyell Malen,NED,"FW,MF",26,1999,21,5,656,7.3,4,1,5,4,0,0,0,0,0.55,0.14,0.69,0.55,0.69
ENG-Premier League,2526,Aston Villa,Douglas Luiz,BRA,MF,27,1998,13,7,604,6.7,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15
ENG-Premier League,2526,Aston Villa,Emi Buendía,ARG,MF,28,1996,36,21,1755,19.5,6,2,8,6,0,0,6,0,0.31,0.1,0.41,0.31,0.41
ENG-Premier League,2526,Aston Villa,Emiliano Martínez,ARG,GK,32,1992,32,32,2835,31.5,0,1,1,0,0,0,2,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Aston Villa,Evann Guessand,CIV,MF,24,2001,13,6,588,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15
ENG-Premier League,2526,Aston Villa,Ezri Konsa,ENG,DF,27,1997,34,34,3035,33.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,George Hemmings,ENG,MF,18,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Harvey Elliott,ENG,MF,22,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Ian Maatsen,NED,DF,23,2002,30,17,1605,17.8,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2526,Aston Villa,Jadon Sancho,ENG,MF,25,2000,23,9,876,9.7,0,2,2,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21
ENG-Premier League,2526,Aston Villa,Jamaldeen Jimoh,ENG,MF,18,2006,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,John McGinn,SCO,MF,30,1994,30,28,2137,23.7,5,4,9,5,0,0,5,0,0.21,0.17,0.38,0.21,0.38
